"Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escape.End.Time","Escape.Grid.Reference","Escaped.Species","Stage","Age","Average.Weight","Initial.Date.of.Escape","Initial.Number.Escaped","Initial.Escape.Reason","Final.Date.of.Escape","Final.Number.Escaped","Final.Number.Recovered","Final.Escape.Reason","Marine.Scotland.Site.ID","Date.Registered","Site.Name","National.Grid.Reference","Local.Authority","Producing.in.Last.3.Years","Site.Address.1","Site.Address.2","Site.Address.3","Site.Post.Code","Site.Contact.Number","Aquaculture.Type","Water.Type","Health.Surveillance","Easting","Northing","MS.Management.Area","Region","Operator","Species"
"2000387","murray seafoods ltd.","s","01-sep-99",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",NA,NA,NA,"6000","human error - hum",NA,"6000",NA,"human error - hum","fs0559","16-oct-85","ardyne","ns094693","argyll and bute","yes","toward","dunoon","argyll","pa23 7uj","01546 602172","fish","seawater","medium","209400","669300","19b - kyles of bute","strathclyde","the scottish salmon company","lumpsucker, wrasse, atlantic salmon"
"2000306","landcatch natural selection ltd","f","09-nov-12","10:00","09-nov-12","nr735722","atlantic salmon","salmon fresh water stages","7 months","51g","12-nov-12","6,000","transfer pipe failure - trp","29-nov-12","0","6578 live,1709 dead","transfer pipe failure - trp","fs0575","01-jan-95","ormsary smolt unit","nr735722","argyll and bute","yes","ormsary","lochgilphead","argyll","pa31 8pe","01880 770720","fish","freshwater","medium","173500","672200","not in a management area","strathclyde","landcatch natural selection ltd","atlantic salmon"
"2000137","pan fish scotland ltd","s","24-dec-06",NA,"27-dec-06","nr918698","atlantic salmon","grower fish (salmon only)","15 months","1.9 kg","29-dec-06","nk","hole in net - hol","22-jan-07","16,868","0","predator - prd","fs0590","17-aug-89","glenan bay","nr918695","argyll and bute","yes","portavadie fish farm","millhouse tighnabruaich","argyll","pa21 2da","01546 602172","fish","seawater","medium","191800","669500","19a - fyne","strathclyde","the scottish salmon company","atlantic salmon, wrasse, lumpsucker"
"2000091","lewis salmon ltd","s","10-may-04","03:00",NA,"nb410245","atlantic salmon","grower fish (salmon only)","18 months","3452 g","11-may-04","unknown","equipment damage - eqd","16-jul-04","4227","0","equipment damage - eqd","fs0615","14-jun-96","arbhair","nb409242","western isles","no","n/a",NA,NA,NA,NA,"fish","seawater","not applicable","140900","924200",NA,"western isles","mowi scotland ltd","wrasse, atlantic salmon"
"2000508","scottish sea farms ltd","s","29-oct-19","10:00","29-oct-20","hy456253","atlantic salmon","grower fish (salmon only)","6 weeks at","155g","03-feb-20","0","predator - prd","18-feb-20","none","none","predator - prd","fs1294","12-jan-15","wyre","hy456253","orkney","yes","orkney regional office","scapa","orkney","kw15 1sd","01856 898033","fish","seawater","medium","345600","1025300","8b - central orkney","orkney","scottish sea farms ltd","atlantic salmon"
"2000507","mowi scotland ltd","s","17-jan-20","12:00","17-jan-20","nr434967","atlantic salmon","grower fish (salmon only)","9 months","1.74kg","17-jan-20","73,600","weather - wth","21-feb-20","73,684","0","pen failure - pen","fs1296","09-apr-15","colonsay","nr434968","argyll and bute","yes","c/o stob ban house","glen nevis business park","fort william","ph33 6rx","01397 715032","fish","seawater","low","143400","696800","16e - colonsay","strathclyde","mowi scotland ltd","wrasse, atlantic salmon, lumpsucker"
"2000497","kames fish farming ltd","s","07-sep-19","09:00","09-sep-19","ng14385119","rainbow trout","fish weighing more than 5 grams","15 months","500-900g","09-sep-19","low hundreds","predator - prd","07-oct-19","1300","unknown","predator - prd","fs1310","22-may-17","loch pooltiel","ng144512","highland","yes","kilmelford","oban","argyll","pa34 4xa","01470 511381","fish","seawater","low","114400","851200","12b - dunvegan","highland","kames fish farming ltd","rainbow trout"
"2000045","mainland salmon ltd","s","29-may-06","unknown",NA,"hy449291","atlantic salmon","grower fish (salmon only)","7 months","300 g","29-may-06","34,500","unknown - unk","29-may-06","34,500","0","unknown - unk","fs0645","08-jan-90","kirk noust","hy449291","orkney","yes","rousay","orkney","n/a","kw17 2pr","01856 876101","fish","seawater","medium","344900","1029100","8b - central orkney","orkney","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker"
"2000120","hascosay salmon farms ltd","s","26-apr-02",NA,"27-apr-02","hu557933","atlantic salmon","grower fish (salmon only)","13 months","1.8kg","14-may-02","35,335","weather - wth","14-may-02","35,335","0","weather - wth","fs0656","10-sep-91","djubawick","hu557933","shetland","yes","yell shorebase","mid yell","shetland","ze2 9bn","01856 876101","fish","seawater","low","455700","1193300","1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","lumpsucker, atlantic salmon"
"2000271","scottish sea farms ltd","s","05-nov-10",NA,"05-nov-10",NA,"atlantic salmon","grower fish (salmon only)","9 months","1.25 kg","05-nov-10","0","no actual escape of fish - nes","07-jan-11","0","0","no actual escape of fish - nes","fs0745","10-jan-92","lismore north","nm865453","argyll and bute","yes","south shian","connel","oban, argyll","pa37 1sb","07799 608411","fish","seawater","medium","186500","745300","15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","wrasse, atlantic salmon, lumpsucker"
"2000516","the scottish salmon company","s","04-dec-19",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","3 month in","600g","11-may-20","0","predator - prd","11-may-20","0","0","predator - prd","fs0767","01-feb-92","tarbert south","nr903653","argyll and bute","yes","stronachullin","tarbert road","ardrishaig, argyll","pa30 8et","01546 602172","fish","seawater","medium","190300","665300","19a - fyne","strathclyde","the scottish salmon company","atlantic salmon, lumpsucker, wrasse"
"2000191","skelda salmon","s","12-feb-08","8.3","04-mar-08","hu353382","atlantic salmon","grower fish (salmon only)","20 months","4 kg","04-mar-08","0","no actual escape of fish - nes","04-mar-08","0","0","no actual escape of fish - nes","fs0785","01-jan-96","spoose holm","hu353382","shetland","yes","gremista","lerwick","shetland","ze1 0px","01595 741817","fish","seawater","high","435300","1138200","3a - sw shetland mainland","shetland","grieg seafood shetland ltd","atlantic salmon, lumpsucker"
"2000505","the scottish salmon company","s","14-jan-20","13:00","14-jan-20","nm445398","atlantic salmon","grower fish (salmon only)","16 months ","3kg","15-jan-20","tbc","weather - wth","20-feb-20","13,952","none","weather - wth","fs0839","01-aug-94","geasgill","nm435377","argyll and bute","yes","ulva ferry","isle of mull","argyll","pa73 6ly","01546 602172","fish","seawater","medium","143500","737700","16a - tuath, na keal","strathclyde","the scottish salmon company","wrasse, atlantic salmon, lumpsucker"
"2000251","lighthouse caledonia ltd","s","23-sep-09",NA,"23-sep-09",NA,"atlantic salmon","grower fish (salmon only)","29 months","3.4 kg","24-sep-09","unknown","no actual escape of fish - nes","29-sep-09","0","0","no actual escape of fish - nes","fs0839","01-aug-94","geasgill","nm435377","argyll and bute","yes","ulva ferry","isle of mull","argyll","pa73 6ly","01546 602172","fish","seawater","medium","143500","737700","16a - tuath, na keal","strathclyde","the scottish salmon company","lumpsucker, atlantic salmon, wrasse"
"2000340","orkney sea farms ltd","s","29-jan-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","1999 s1/2","100 g",NA,"258000","weather - wth",NA,"258000",NA,"weather - wth","fs0860","01-oct-95","shapinsay","hy501213","orkney","yes","orkney regional office","scapa","orkney","kw15 1sd","01856 898033","fish","seawater","medium","350100","1021300","8b - central orkney","orkney","scottish sea farms ltd","atlantic salmon"
"2000226","west minch salmon ltd","f","18-may-09",NA,"18-may-09","nbc03824","atlantic salmon","salmon fresh water stages","12 months","60 g","25-may-09","30 approx","no actual escape of fish - nes","29-jul-09","0","80 - 100","no actual escape of fish - nes","fs0862","06-oct-95","loch grey (loch an eilean liath)","nb341235","western isles","no","seafield","isle of scalpay","western isles","hs4 3xz","01859 540250","fish","freshwater","low","134100","923500","not in a management area","western isles","meavag fish farming","rainbow trout"
"2000148","lakeland unst seawater","s","26-feb-07","15:00","26-feb-07","hu599982","atlantic salmon","grower fish (salmon only)","17 months","4 kg","26-feb-07","not known","hole in net - hol","19-mar-07","8213","0","hole in net - hol","fs0871","23-may-96","winna ness","hu599982","shetland","yes","uyeasound","unst","shetland","ze2 9dl","01957 755253","fish","seawater","low","459900","1198200","1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker"
"2000334","loch duart ltd","f","15-jan-00",NA,NA,NA,"atlantic salmon","salmon fresh water stages","unknown","unknown",NA,"9108","predator - prd",NA,"9108",NA,"predator - prd","fs0907","01-oct-97","loch na thull","nc251502","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","freshwater","low","225100","950200","not in a management area","highland","loch duart ltd","atlantic salmon"
"2000294","scottish sea farms ltd","s","08-dec-11","17:00hr","08-dec-11","nm822408","atlantic salmon","grower fish (salmon only)","33 months ","5.2 kg","09-dec-11","8,832","human error - hum","29-jan-12","8299","0","human error - hum","fs0914","01-jan-98","lismore west","nm822408","argyll and bute","yes","port nan ladaig","lismore","lochlinnhe","pa34 5ul","07799 608411","fish","seawater","high","182200","740800","15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","atlantic salmon, wrasse, lumpsucker"
"2000452","scottish sea farms ltd","s","25-mar-17","1000","25-mar-17","ngr490576","atlantic salmon","grower fish (salmon only)","2016 q4","1.3kg","25-mar-17","20000","predator - prd","21-apr-17","17398","0","predator - prd","fs0964","28-jun-99","bloody bay","nm492577","argyll and bute","yes","taigh solaig","tobermory","isle of mull","pa75 6nr","07471 032212","fish","seawater","medium","149200","757700","15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","scottish sea farms ltd","atlantic salmon, lumpsucker, wrasse"
"2000062","marine harvest (scotland) ltd","s","11-jan-05","12:00",NA,"nb111339","atlantic salmon","grower fish (salmon only)","23 months","1 kg","13-jan-05","unknown","weather - wth","09-feb-05","20,928","0","weather - wth","fs0998","17-jul-00","gousam","nb111339","western isles","no","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium","111100","933900","6a - loch roag","western isles","the scottish salmon company","wrasse, atlantic salmon, lumpsucker"
"2000056","mainland salmon ltd","s","11-jan-05",NA,"12-jan-05","hy465278","atlantic salmon","grower fish (salmon only)","21 months","4.9 kg","17-jan-05","unknown","weather - wth","16-feb-05","1998","0","weather - wth","fs1020","09-may-01","bay of vady","hy465278","orkney","yes","rousay","orkney","n/a","kw17 2pr","01856 876101","fish","seawater","low","346500","1027800","8b - central orkney","orkney","cooke aquaculture scotland ltd","lumpsucker, atlantic salmon"
"2000503","mowi scotland ltd","s","12-dec-19","11:00 am","12-dec-19",NA,"atlantic salmon","grower fish (salmon only)","13 month","3.5 kg","20-dec-19","0","weather - wth","13-jan-20","0","n/a","weather - wth","fs1033","01-feb-02","north shore","nb392228","western isles","yes","keose pier","keose","isle of lewis","hs2 9jt","01851 830380","fish","seawater","medium","139200","922800","5a - e lewis","western isles","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker"
"2000482","cooke aquaculture scotland ltd","s","16-dec-18",NA,"17-dec-18","hu504791","atlantic salmon","broodfish","21 months ","7.6kg","17-dec-18","none","hole in net - hol","15-jan-19","0","0","weather - wth","fs1043","09-jul-02","ness of copister","hu504791","shetland","yes","yell shorebase","mid yell","shetland","ze2 9bn","01957 722383","fish","seawater","low","450400","1179100","2c - ne shetland mainland","shetland","cooke aquaculture scotland ltd","lumpsucker, atlantic salmon"
"2000030","murray seafoods ltd","s","17-mar-06","12:00",NA,"ns080724","atlantic salmon","grower fish (salmon only)","25 months","3.4 kg","27-mar-06","16000","hole in net - hol","18-apr-06","16,000","0","unknown - unk","fs1056","10-mar-03","strone point","ns080724","argyll and bute","yes","toward","dunoon","argyll","pa23 7uj","01546 602172","fish","seawater","medium","208000","672400","19b - kyles of bute","strathclyde","the scottish salmon company","wrasse, lumpsucker, atlantic salmon"
"2000128","the scottish salmon company","s","10-aug-06","not kno",NA,"ns080724","atlantic salmon","grower fish (salmon only)","22 months","4.1 kg","03-nov-06","8838","human error - hum","01-dec-06","8,838","0","human error - hum","fs1056","10-mar-03","strone point","ns080724","argyll and bute","yes","toward","dunoon","argyll","pa23 7uj","01546 602172","fish","seawater","medium","208000","672400","19b - kyles of bute","strathclyde","the scottish salmon company","lumpsucker, atlantic salmon, wrasse"
"2000046","westray salmon","s","14-nov-05","unknown",NA,"hy473476","atlantic salmon","grower fish (salmon only)","18 months","3.5 kg","18-jul-06","2000","no actual escape of fish - nes","18-jul-06","0","n/a","no actual escape of fish - nes","fs1080","08-jun-04","bay of cleat (north)","hy473475","orkney","yes","unit 3 quarry road","pierowall westray","orkney","kw17 2dh","01856 876101","fish","seawater","low","347300","1047500","8a - westray","orkney","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker"
"2000169","kames fish farming ltd","s","29-jun-07","16:00","29-jun-07","nn030330","rainbow trout","fish weighing more than 5 grams","12 months","900 g","16-jul-07","0","no actual escape of fish - nes","16-jul-07","0","0","no actual escape of fish - nes","fs1101","09-jan-07","etive 3 (port na mine)","nn033331","argyll and bute","yes","loch etive trout farm","inverawe","taynuilt","pa35 1hu","01866 822549","fish","seawater","low","203300","733100","15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","dawnfresh farming ltd","rainbow trout"
"2000177","fjord seafood scotland farming ltd","s","14-sep-07","11","14-sep-07","nb126343","atlantic salmon","grower fish (salmon only)","15 months","2.5 kg","14-sep-07","29,500","predator - prd","18-oct-07","1629","0","predator - prd","fs1103","07-mar-07","vuia mor","nb126343","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium","112600","934300","6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse"
"2000487","mowi scotland ltd","s","18-mar-18","10:00","18-mar-18","nr816412","atlantic salmon","grower fish (salmon only)","18 months","850g","25-mar-19","0","predator - prd","25-mar-19","0","n/a","predator - prd","fs1176","23-mar-10","eilean grianain","nr816412","argyll and bute","yes","marine harvest (scotland) ltd","the red shed","carradale argyll","pa28 6sb","01397 715032","fish","seawater","low","181600","641200","19c - e kintyre","strathclyde","mowi scotland ltd","atlantic salmon, lumpsucker, wrasse"
"2000480","the scottish salmon company","s","06-nov-18",NA,"06-nov-18","nm361424","atlantic salmon","grower fish (salmon only)","10 months","90g","06-nov-18","unknown","hole in net - hol","12-dec-18","no loss suspected","0","human error - hum","fs1267","12-nov-12","gometra","nm361424","argyll and bute","yes","ulva ferry","isle of mull","argyll","pa73 6ly","01546 602172","fish","seawater","medium","136100","742400","16a - tuath, na keal","strathclyde","the scottish salmon company","atlantic salmon, wrasse, lumpsucker"
"2000502","scottish sea farms ltd","s","09-oct-19",NA,"09-dec-19","nm592476","atlantic salmon","grower fish (salmon only)","23 months","1.25 kg","22-nov-19","0","predator - prd","22-nov-19","0","0","predator - prd","fs0696","19-sep-91","fiunary","nm592476","highland","yes","south shian","connel","oban, argyll","pa37 1sb","07760 242723","fish","seawater","high","159200","747600","15b - linnhe, firth of lorne, sound of mull and loch sunart","highland","scottish sea farms ltd","lumpsucker, wrasse, atlantic salmon"
"2000168","kames fish farming ltd","s","13-jul-07","09:00","13-jul-07","nn028328","rainbow trout","fish weighing more than 5 grams","16 - 17 mo","1.3 kg","13-jul-07","500","predator - prd","13-jul-07","570","0","predator - prd","fs0040","01-jan-93","inverawe (west) etive 1","nn017329","argyll and bute","no","n/a",NA,NA,NA,NA,"fish","seawater","low","201700","732900",NA,"strathclyde","dawnfresh farming ltd","rainbow trout"
"2000378","highland fish farms","s","01-dec-98",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","unknown","unknown",NA,"17000","equipment wear and tear - eqw",NA,"17000",NA,"equipment wear and tear - eqw","fs0049","20-jun-91","camas an eilean","ng756582","highland","no","n/a",NA,NA,NA,NA,"fish","seawater","medium","175600","858200","not in a management area","highland","the scottish salmon company","atlantic salmon"
"2000146","david m brien","f","10-dec-06","19:00","11-dec-06","no067259","rainbow trout","fish weighing more than 5 grams","3 months","40g","14-feb-07","27,767","flooding - fld","14-feb-07","27,767","0","flooding - fld","fs0052","17-aug-73","college mill","no067259","perth and kinross","yes","college mill trout farm","almondbank","perth","ph1 3jy","01738 583706","fish","freshwater","medium","306700","725900","not in a management area","tayside","college mill trout farm","rainbow trout, brown trout and sea trout"
"2000057","loch duart ltd","s","14-oct-05",NA,"17-oct-05","nc153406","atlantic salmon","grower fish (salmon only)","16 months","4kg","20-oct-05","3000","hole in net - hol","21-oct-05","3,000","0","hole in net - hol","fs0067","26-aug-91","badcall bay","nc153406","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","seawater","low","215300","940600","9c - badcall, chairn bhain, eddrachillis","highland","loch duart ltd","atlantic salmon, lumpsucker, wrasse"
"2000392","wester sound salmon ltd","s","01-dec-99",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",NA,"2.5 kg",NA,"4000","hole in net - hol",NA,"4000",NA,"hole in net - hol","fs0088","30-oct-85","cloudin","hu233475","shetland","yes","burrastow shorebase","walls","shetland","ze2 9pd","01806 544374","fish","seawater","medium","423300","1147500","3b - gruting, vaila, walls","shetland","cooke aquaculture scotland ltd","atlantic salmon, wrasse, lumpsucker"
"2000283","torhouse trout ltd","f","19-jun-11","00:00","21-jun-11","nx607907","rainbow trout","fish weighing more than 5 grams","6 months","60g","21-jun-11","3,790","predator - prd","29-jun-11","3,790","1","predator - prd","fs0134","18-sep-91","glenkens","nx607907","dumfries and galloway","yes","dalry","castle douglas","kirkcudbrightshire","dg7 3tb","01644 460656","fish","freshwater","low","260700","590700","not in a management area","dumfries & galloway","kames fish farming ltd","rainbow trout"
"2000196","kames fish farming ltd","f","15-apr-08",NA,"25-apr-08","nn192848","rainbow trout","fish weighing more than 5 grams","9-10 month","150-250 g","19-may-08","unknown","unknown - unk","06-jun-08","126","0","unknown - unk","fs0150","11-jun-96","loch lochy","nn193853","highland","yes","gairlochy","fort william","highland","ph34 4eq","01397 712503","fish","freshwater","medium","219300","785300","not in a management area","highland","mowi scotland ltd","atlantic salmon"
"2000118","drummond fish farms","f","01-may-02",NA,NA,"nn620240","rainbow trout","fish weighing more than 5 grams","12 months","70-140 g","15-jul-02","unknown","predator - prd","15-jul-02","0","0","no actual escape of fish - nes","fs0180","01-sep-84","loch earn","nn620240","perth and kinross","yes","ardveich bay","lochearnhead","perthshire","fk19 8pz","01567 830265","fish","freshwater","low","262000","724000","not in a management area","tayside","dawnfresh farming ltd","rainbow trout"
"2000254","scottish sea farms ltd","s","27-oct-09",NA,"24-nov-09",NA,"atlantic salmon","grower fish (salmon only)","19 months","4 kg","04-nov-09","0","no actual escape of fish - nes","04-nov-09","0","0","no actual escape of fish - nes","fs0183","30-sep-91","south sound","hu322698","shetland","yes","c/o blackness pier","scalloway","shetland","ze1 0tq","01595 881002","fish","seawater","medium","432200","1169800","4c - n st magnus bay","shetland","scottish sea farms ltd","atlantic salmon, wrasse, lumpsucker"
"2000385","marine harvest mcconnell","f","06-jun-99",NA,NA,NA,"atlantic salmon","grower fish (salmon only)",NA,NA,NA,"20 000","weather - wth",NA,"20 000",NA,"weather - wth","fs0224","01-jan-84","portnalong hatchery","ng340357","highland","no","n/a",NA,NA,NA,NA,"fish","freshwater",NA,"134000","835700",NA,"highland","mowi scotland ltd","atlantic salmon"
"2000104","marine harvest (scotland) ltd","s","31-mar-03","09:00",NA,"nn013647","atlantic salmon","grower fish (salmon only)","14 months ","3.5 kg","31-mar-03","unknown","hole in net - hol","24-apr-03","50","27","hole in net - hol","fs0240","18-may-83","linnhe","nn013647","highland","yes","east lodge","ardgour","by fort william","ph33 7ah","01855 841281","fish","seawater","high","201300","764700","15b - linnhe, firth of lorne, sound of mull and loch sunart","highland","mowi scotland ltd","lumpsucker, atlantic salmon, wrasse"
"2000273","marine harvest (scotland) ltd","s","21-nov-10","06:00","21-nov-10","nm852525","atlantic salmon","grower fish (salmon only)","10 months","1.5 kg","22-nov-10","30","transfer pipe failure - trp","20-dec-10","36","0","transfer pipe failure - trp","fs0241","31-may-84","kingairloch","nm852525","highland","yes","nr. ardgour","by fort william","n/a","ph33 7ae","07824 370902","fish","seawater","high","185200","752500","15b - linnhe, firth of lorne, sound of mull and loch sunart","highland","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker"
"2000113","abbey st. bathans trout farm","f","22-oct-02","06:00",NA,"nt760620","rainbow trout","fish weighing more than 5 grams","12 months","200 g","01-nov-02","70-80,000","flooding - fld","28-nov-02","70-80,000","0","flooding - fld","fs0258","14-may-79","abbey st bathans trout farm","nt760620","scottish borders","yes","duns","berwickshire","n/a","td11 3tx","01361 840232","fish","freshwater","low","376000","662000","not in a management area","borders","abbey st bathans trout farm","rainbow trout"
"2000175","caledonian trout co","f","16-aug-07","09:00","16-aug-07","nm956080","rainbow trout","fish weighing more than 5 grams","12 months+","412 g","16-aug-07","14,442","hole in net - hol","12-sep-07","14,442","842","hole in net - hol","fs0260","11-dec-85","braevallich farm","nm955080","argyll and bute","yes","braevallich farm","by dalmally","argyll","pa33 1bu","01866 844339","fish","freshwater","low","195500","708000","not in a management area","strathclyde","dawnfresh farming ltd","rainbow trout"
"2000217","skelda salmon farms ltd","s","07-jan-09",NA,"07-jan-09","hu 373360","atlantic salmon","grower fish (salmon only)","12 months","1.25 kg","12-jan-09","0","no actual escape of fish - nes","12-jan-09","0","0","no actual escape of fish - nes","fs0316","01-jan-88","setter voe","hu377360","shetland","yes","gremista","lerwick","shetland","ze1 0px","01595 880084","fish","seawater","medium","437700","1136000","3a - sw shetland mainland","shetland","grieg seafood shetland ltd","atlantic salmon, lumpsucker"
"2000398","the scottish salmon company","s","10-oct-13","08:30",NA,"nr665512","atlantic salmon","grower fish (salmon only)","13 months","3093g","11-oct-13","unknown","equipment damage - eqd","21-oct-13","8875","0","equipment wear and tear - eqw","fs0336","01-apr-98","druimyeon bay","nr668519","argyll and bute","yes","highfield","isle of gigha","argyll","pa41 7aa","01546 602172","fish","seawater","medium","166800","651900","18b - gigha","strathclyde","the scottish salmon company","atlantic salmon, wrasse, lumpsucker"
"2000342","aquascot sea farms ltd.","s","31-jan-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","unknown","unknown",NA,"0","no actual escape of fish - nes",NA,"0",NA,"no actual escape of fish - nes","fs0361","25-apr-98","sian bay","nc446623","highland","yes","sian bay","loch eriboll, port chamuill, laid","lairg, sutherland","iv27 4ue","01856 898033","fish","seawater","high","244600","962300","9a - loch eriboll","highland","scottish sea farms ltd","lumpsucker, wrasse, atlantic salmon"
"2000061","marine harvest (scotland) ltd","s","11-jan-05","pm",NA,"nb121331","atlantic salmon","grower fish (salmon only)","23 months ","1kg","14-jan-05","unknown","weather - wth","09-feb-05","12,943","0","weather - wth","fs0411","01-jan-89","vuiabeag","nb121331","western isles","yes","n/a",NA,NA,NA,NA,"fish","seawater","medium","112100","933100","6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse"
"2000490","meavag fish farming","f","11-may-19","900","11-may-19","nb 355 226","rainbow trout","fish weighing more than 5 grams","14 months","500g","17-may-19","2000-3000","vandalism - van","12-aug-19","3000","2800","vandalism - van","fs0506","21-mar-94","loch rithenan (loch nan ritheanan)","nb354225","western isles","yes","seafield","isle of scalpay","western isles","hs4 3xz","01859 540250","fish","freshwater","low","135400","922500","not in a management area","western isles","meavag fish farming","rainbow trout"
"2000072","murray seafoods ltd","s","24-jan-05","12:00",NA,"ns094693","atlantic salmon","grower fish (salmon only)","2 - 2.5 kg","15 months (in sw)","04-feb-05","unknown","hole in net - hol","09-feb-05","22,500","5","hole in net - hol","fs0559","16-oct-85","ardyne","ns094693","argyll and bute","yes","toward","dunoon","argyll","pa23 7uj","01546 602172","fish","seawater","medium","209400","669300","19b - kyles of bute","strathclyde","the scottish salmon company","atlantic salmon, lumpsucker, wrasse"
"2000307","meridian salmon farms ltd","s","15-dec-12","early h","16-dec-12","hy485123","atlantic salmon","grower fish (salmon only)","9 months","1.153kg","17-dec-12","27753","weather - wth","18-dec-12","25623","0","weather - wth","fs0597","11-sep-89","meil bay","hy485123","orkney","yes","crowness point","hatston","kirkwall, orkney","kw15 1gp","01856 876101","fish","seawater","medium","348500","1012300","8b - central orkney","orkney","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker"
"2000094","invicta trout ltd","f","02-sep-06","700",NA,"nn607073","rainbow trout","fish weighing more than 5 grams","18 months","300g","17-oct-06","200","other - oth","18-oct-06","200","50","other - oth","fs0598","02-apr-90","trossachs trout  ltd","nn607073","stirling","yes","invertrossachs road","callander","n/a","fk17 8hg","01877 331771","fish","freshwater","medium","260700","707300","not in a management area","central","invicta trout ltd","brown trout and sea trout, common carp (inc. koi & mirror), rainbow trout, tiger trout"
"2000055","marine harvest (scotland) ltd","s","09-oct-05",NA,NA,"ng533343","atlantic salmon","grower fish (salmon only)","8 months","1150g","10-oct-05","300-500","weather - wth","08-nov-05","7000","50","weather - wth","fs0602","11-nov-90","sconser","ng533343","highland","yes","sconser","loch sligachan","isle of skye","iv48 8td","01478 650439","fish","seawater","high","153300","834300","11b - sound of raasay, ainort, scalpay","highland","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker"
"2000357","shetland sea trout","s","06-jul-00",NA,NA,NA,"brown trout and sea trout","fish weighing more than 5 grams","1999 s1","800g",NA,"18000","equipment damage - eqd",NA,"18000",NA,"equipment damage - eqd","fs0620","19-dec-90","east aith voe","hu349563","shetland","no","n/a",NA,NA,NA,NA,"fish","seawater","not applicable","434900","1156300",NA,"shetland","cooke aquaculture scotland ltd","atlantic salmon"
"2000461","marine harvest (scotland) ltd","s","20-oct-17","14:00","20-oct-17","nr434968","atlantic salmon","grower fish (salmon only)","3 months","275g","27-oct-17","0","other - oth","30-oct-17","0","n/a","other - oth","fs1296","09-apr-15","colonsay","nr434968","argyll and bute","yes","c/o stob ban house","glen nevis business park","fort william","ph33 6rx","01397 715032","fish","seawater","low","143400","696800","16e - colonsay","strathclyde","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker"
"2000323","mainland salmon","s","01-may-01",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","2000 s1","2 kg",NA,"5000-10000","predator - prd",NA,"5000-10000",NA,"predator - prd","fs0645","08-jan-90","kirk noust","hy449291","orkney","yes","rousay","orkney","n/a","kw17 2pr","01856 876101","fish","seawater","medium","344900","1029100","8b - central orkney","orkney","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker"
"2000324","hascosay salmon farms ltd","s","01-mar-01",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","2001 s1","100 g",NA,"10000","equipment damage - eqd",NA,"10000",NA,"equipment damage - eqd","fs0656","10-sep-91","djubawick","hu557933","shetland","yes","yell shorebase","mid yell","shetland","ze2 9bn","01856 876101","fish","seawater","low","455700","1193300","1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker"
"2000108","marine harvest (scotland) ltd","s","20-mar-03","16:00",NA,"ng868863","atlantic salmon","grower fish (salmon only)","13 months ","2.1 kg","20-mar-03","11,496","hole in net - hol","22-apr-03","11, 476","0","hole in net - hol","fs0729","01-nov-91","aultbea","ng868863","highland","no","n/a",NA,NA,NA,NA,"fish","seawater",NA,"186800","886300",NA,"highland","mowi scotland ltd","atlantic salmon"
"2000110","north uist fisheries ltd","f","16-jan-03",NA,NA,"nf854609","atlantic salmon","grower fish (salmon only)","13 months","30 g","21-feb-03","40,000","weather - wth","21-feb-03","47,176","0","weather - wth","fs0733","01-apr-93","loch caravat","nf850610","western isles","no","n/a",NA,NA,NA,NA,"fish","freshwater",NA,"85000","861000","not in a management area","western isles","the scottish salmon company","atlantic salmon"
