"Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escape.End.Time","Escape.Grid.Reference","Escaped.Species","Stage","Age","Average.Weight","Initial.Date.of.Escape","Initial.Number.Escaped","Initial.Escape.Reason","Final.Date.of.Escape","Final.Number.Escaped","Final.Number.Recovered","Final.Escape.Reason","Marine.Scotland.Site.ID","Date.Registered","Site.Name","National.Grid.Reference","Local.Authority","Producing.in.Last.3.Years","Site.Address.1","Site.Address.2","Site.Address.3","Site.Post.Code","Site.Contact.Number","Aquaculture.Type","Water.Type","Health.Surveillance","Easting","Northing","MS.Management.Area","Region","Operator","Species"
"2000297","loch duart ltd","s","17-jan-12","14:00","17-jan-12",NA,"atlantic salmon","grower fish (salmon only)","24 months ","2.0 kg","20-jan-12","20","equipment damage - eqd","17-feb-12","20 (estimate)","0","equipment damage - eqd","fs0853","13-jun-95","lochmaddy","nf943700","western isles","yes","hebrides office","the pier, lochmaddy","north uist","hs6 5aa","01971 502451","fish","seawater","low","94300","870000","5c - e north uist","western isles","loch duart ltd","lumpsucker, wrasse, atlantic salmon"
"2000365","heogland salmon","s","01-aug-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","1999 s1","3 kg",NA,"20000","equipment damage - eqd",NA,"20000",NA,"equipment damage - eqd","fs0896","13-may-97","mula","hu569993","shetland","no","n/a",NA,NA,NA,NA,"fish","seawater","low","456900","1199300",NA,"shetland","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker"
"2000338","aquascot sea farms ltd","s","29-jan-00",NA,NA,NA,"atlantic salmon","grower fish (salmon only)","unknown","1 kg",NA,"62000","weather - wth",NA,"62000",NA,"weather - wth","fs0908","20-oct-97","quanterness","hy432140","orkney","yes","crowness point","hatston","kirkwall, orkney","kw15 1gp","01856 876101","fish","seawater","medium","343200","1014000","8b - central orkney","orkney","cooke aquaculture scotland ltd","lumpsucker, atlantic salmon"
"2000460","marine harvest (scotland) ltd","s","10-oct-17","13:00","10-oct-17","nb392228","atlantic salmon","grower fish (salmon only)","12 months","3.5kg","13-oct-17","none","predator - prd","16-oct-17","0","n/a","predator - prd","fs1033","01-feb-02","north shore","nb392228","western isles","yes","keose pier","keose","isle of lewis","hs2 9jt","01851 830380","fish","seawater","medium","139200","922800","5a - e lewis","western isles","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker"
"2000410","dawnfresh farming ltd","s","27-aug-14","14:00","27-aug-14","nn023331","rainbow trout","fish weighing more than 5 grams","8 months","2.12kg","28-aug-14","suspected only","human error - hum","24-sep-14","0","0","hole in net - hol","fs1067","09-sep-03","inverawe (east) etive 2","nn026331","argyll and bute","no","loch etive trout farm","inverawe","taynuilt","pa35 1hu","01866 822549","fish","seawater","high","202600","733100","15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","dawnfresh farming ltd","rainbow trout"
"2000286","dawnfresh farming ltd","s","29-jul-11","13","29-jul-11",NA,"rainbow trout","fish weighing more than 5 grams","15 months","350g","29-jul-11","200","transfer pipe failure - trp","26-aug-11","200","22","transfer pipe failure - trp","fs1101","09-jan-07","etive 3 (port na mine)","nn033331","argyll and bute","yes","loch etive trout farm","inverawe","taynuilt","pa35 1hu","01866 822549","fish","seawater","low","203300","733100","15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","dawnfresh farming ltd","rainbow trout"
"2000486","grieg seafood shetland ltd","s","11-mar-19","12:00","11-mar-19",NA,"atlantic salmon","grower fish (salmon only)","14 months","6.6 kg","13-mar-19","0","predator - prd","10-apr-19","0","n/a","predator - prd","fs1175","23-mar-10","gob na hoe","ng189546","highland","yes","dunvegan pier","dunvegan","skye","iv55 8wf","01470 521465","fish","seawater","medium","118900","854600","12b - dunvegan","highland","grieg seafood shetland ltd","atlantic salmon, lumpsucker, wrasse"
"2000521","the scottish salmon company","s","11-oct-20","12:00","11-oct-20","13:00","atlantic salmon","grower fish (salmon only)","18 month (","4.3kg","13-oct-20","zero","predator - prd","23-oct-20","zero","zero","predator - prd","fs1233","28-apr-11","eughlam","nb163393","western isles","yes","breasclete pier","breasclete","isle of lewis","hs2 9ed","01546 602172","fish","seawater","medium","116300","939300","6a - loch roag","western isles","the scottish salmon company","wrasse, lumpsucker, atlantic salmon"
"2000434","balta island seafare ltd","s","07-sep-15","11:00","07-sep-15","hp656081","atlantic salmon","grower fish (salmon only)","17 months ","3.6 kg","07-sep-15","1","human error - hum","07-sep-15","1","0","human error - hum","fs0717","16-oct-91","balta isle","hp657082","shetland","yes","uyeasound","unst","shetland","ze2 9dl","01957 755253","fish","seawater","medium","465700","1208200","1a - e unst","shetland","cooke aquaculture scotland ltd","atlantic salmon"
"2000192","balta island seafare ltd","s","01-mar-08",NA,"02-mar-08",NA,"atlantic salmon","grower fish (salmon only)","10 months ","900 g","11-mar-08","10,000-12,000","weather - wth","29-mar-08","20,000","0","weather - wth","fs0717","16-oct-91","balta isle","hp657082","shetland","yes","uyeasound","unst","shetland","ze2 9dl","01957 755253","fish","seawater","medium","465700","1208200","1a - e unst","shetland","cooke aquaculture scotland ltd","atlantic salmon"
"2000289","balta island seafare ltd","s","23-aug-11",NA,"23-aug-11",NA,"atlantic salmon","grower fish (salmon only)","15 months ","2.5kg","25-aug-11","10,000-15,000","predator - prd","25-aug-11","15,000","0","predator - prd","fs0717","16-oct-91","balta isle","hp657082","shetland","yes","uyeasound","unst","shetland","ze2 9dl","01957 755253","fish","seawater","medium","465700","1208200","1a - e unst","shetland","cooke aquaculture scotland ltd","atlantic salmon"
