"Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escape.End.Time","Escape.Grid.Reference","Escaped.Species","Stage","Age","Average.Weight","Initial.Date.of.Escape","Initial.Number.Escaped","Initial.Escape.Reason","Final.Date.of.Escape","Final.Number.Escaped","Final.Number.Recovered","Final.Escape.Reason","Marine.Scotland.Site.ID","Date.Registered","Site.Name","National.Grid.Reference","Local.Authority","Producing.in.Last.3.Years","Site.Address.1","Site.Address.2","Site.Address.3","Site.Post.Code","Site.Contact.Number","Aquaculture.Type","Water.Type","Health.Surveillance","Easting","Northing","MS.Management.Area","Region","Operator","Species"
2000255,"david m brien","f",2010-01-04,"04:00","05-Jan-10","no067259","rainbow trout","fish weighing more than 5 grams","7-8 months","15-20 g","09-Jan-10","19,879","weather - wth","26-Jan-10","19,879","300+","weather - wth","fs0052","17-Aug-73","college mill","no067259","perth and kinross","yes","college mill trout farm","almondbank","perth","ph1 3jy","01738 583706","fish","freshwater","medium",306700,725900,"not in a management area","tayside","college mill trout farm","brown trout and sea trout, rainbow trout"
2000033,"landcatch ltd","b",2006-04-07,"12:00",NA,"nr735722","atlantic salmon","grower fish (salmon only)","12 months","100 g","07-Apr-06","500","screen failure - scr","02-Jun-06","490","0","screen failure - scr","fs0090","28-Oct-85","ormsary broodstock unit","nr735722","argyll and bute","yes","ormsary","lochgilphead","argyll","pa31 8pe","01880 770720","fish","freshwater and seawater","medium",173500,672200,"18a - loch caolisport","strathclyde","landcatch natural selection ltd","atlantic salmon"
2000222,"hebridean smolts ltd","f",2009-03-25,NA,"25-Mar-09","nf770303","atlantic salmon","grower fish (salmon only)","12 months","60 g","26-Mar-09","unknown","no actual escape of fish - nes","29-Apr-09","0","0","no actual escape of fish - nes","fs0632","01-Jan-90","loch bayhead","nf770303","western isles","no","7 bornish","south uist","n/a","hs8 5sa","01870 610358","fish","freshwater","low",77000,830300,"not in a management area","western isles","hebridean smolts ltd","atlantic salmon"
2000457,"sunbeam aquaculture ltd","f",2017-08-29,"NA","30-Aug-17","nm72388718","atlantic salmon","salmon fresh water stages","parr/presm","50g","30-Aug-17","unknown","screen failure - scr","11-Sep-17","163","0","screen failure - scr","fs0146","01-Jan-83","kinlochmoidart hatchery","nm724718","highland","yes","kinlochmoidart hatchery","kinlochmoidart, lochailort","inverness-shire","ph38 4nd","07909 527265","fish","freshwater","medium",172400,771800,"not in a management area","highland","the scottish salmon company","atlantic salmon"
2000353,"kames fish farming ltd.","f",2002-03-20,NA,NA,NA,"rainbow trout","fish weighing more than 5 grams","2000 & 200","750g - 2 kg",NA,"2400","vandalism - van",NA,"2400",NA,"vandalism - van","fs0150","11-Jun-96","loch lochy","nn193853","highland","yes","gairlochy","fort william","highland","ph34 4eq","01397 712503","fish","freshwater","medium",219300,785300,"not in a management area","highland","mowi scotland ltd","atlantic salmon"
2000131,"marine harvest (scotland) ltd","s",2005-01-14,"15:30",NA,"nf841409","atlantic salmon","grower fish (salmon only)","9-10 month","2 kg","14-Jan-05","0","no actual escape of fish - nes","23-Feb-05","0 (160,000 dead)",NA,"no actual escape of fish - nes","fs0154","01-Mar-77","hole bay","nf840404","western isles","no","n/a",NA,NA,NA,NA,"fish","seawater","medium",84000,840400,NA,"western isles","mowi scotland ltd","atlantic salmon"
2000194,"drummond fish farms","f",2008-01-01,NA,"24-Apr-08","nn755218","rainbow trout","fish weighing more than 5 grams","12 months","350 g","24-Apr-08","9,000","equipment damage - eqd","24-Apr-08","0","6,000","equipment damage - eqd","fs0179","01-May-86","drummond trout farm and fishery","nn755218","perth and kinross","no","n/a",NA,NA,NA,NA,"fish","freshwater","low",275500,721800,NA,"central","dawnfresh farming ltd","rainbow trout"
2000370,"papil salmon farms ltd.","s",1995-11-01,NA,NA,NA,"atlantic salmon","grower fish (salmon only)","unknown","2.5 kg",NA,"20000","weather - wth",NA,"20000",NA,"weather - wth","fs0213","05-Feb-92","crooie","hu398340","shetland","no","north house","taing burra isle","shetland","n/a","01595 881002","fish","seawater","medium",439800,1134000,"3a - sw shetland mainland","shetland","scottish sea farms ltd","lumpsucker, atlantic salmon, wrasse"
2000231,"marine harvest (scotland) ltd","s",2009-06-19,"14:30",NA,NA,"atlantic salmon","grower fish (salmon only)","17 months","3.7 kg","19-Jun-09","200-300","hole in net - hol","13-Jul-09","621","0","hole in net - hol","fs0240","18-May-83","linnhe","nn013647","highland","yes","east lodge","ardgour","by fort william","ph33 7ah","01855 841281","fish","seawater","high",201300,764700,"15b - linnhe, firth of lorne, sound of mull and loch sunart","highland","mowi scotland ltd","wrasse, lumpsucker, atlantic salmon"
2000443,"grieg seafood shetland ltd","s",2016-06-01,"10:00","01-Jun-16","hu457720","atlantic salmon","grower fish (salmon only)","14 months","3.413","27-Jul-16","0","equipment wear and tear - eqw","27-Jul-16","0","0","no actual escape of fish - nes","fs0292","16-Jan-92","bight of foraness","hu457720","shetland","yes","gremista","lerwick","shetland","ze1 0px","01595 741817","fish","seawater","medium",445700,1172000,"2c - ne shetland mainland","shetland","grieg seafood shetland ltd","atlantic salmon, lumpsucker"
2000059,"fjord seafood scotland farming ltd","s",2005-01-14,"NA",NA,"nb202357","atlantic salmon","grower fish (salmon only)","20 months","4.5 kg","14-Jan-05","12,000","weather - wth","08-Feb-05","12,000","0","weather - wth","fs0304","01-Feb-94","greinam island","nb202357","western isles","no","n/a",NA,NA,NA,NA,"fish","seawater","medium",120200,935700,NA,"western isles","the scottish salmon company","atlantic salmon"
2000343,"aquascot sea farms ltd.","s",2000-01-31,NA,NA,NA,"atlantic salmon","grower fish (salmon only)","unknown","unknown",NA,"0","no actual escape of fish - nes",NA,"0",NA,"no actual escape of fish - nes","fs0359","25-Apr-98","kempie bay","nc446584","highland","yes","kempie bay","loch eriboll, port chamuill, laid","lairg, sutherland","iv27 4ue","01856 898033","fish","seawater","medium",244600,958400,"9a - loch eriboll","highland","scottish sea farms ltd","wrasse, atlantic salmon, lumpsucker"
2000205,"mainstream scotland ltd","f",2008-09-16,NA,"23-Sep-08","no009019","atlantic salmon","salmon fresh water stages","9 months","40 g","23-Sep-08","unknown","no actual escape of fish - nes","23-Sep-08","0","0","no actual escape of fish - nes","fs0371","01-Sep-95","yetts o' muckart","no009019","clackmannanshire","yes","by dollar","clackmannanshire","n/a","fk14 7jt","01259 781579","fish","freshwater","low",300900,701900,"not in a management area","central","cooke aquaculture (freshwater) ltd","atlantic salmon"
2000363,"grieg seafood shetland ltd","s",2000-06-01,NA,NA,NA,"atlantic salmon","grower fish (salmon only)","1999 s1","3 kg",NA,"6000","equipment wear and tear - eqw",NA,"6000",NA,"equipment wear and tear - eqw","fs0389","01-Sep-87","roe sound","hu333663","shetland","no","n/a",NA,NA,NA,NA,"fish","seawater","not applicable",433300,1166300,NA,"shetland","grieg seafood shetland ltd","atlantic salmon"
2000399,"hydro seafoods gsp","f",2000-11-16,NA,NA,NA,"atlantic salmon","grower fish (salmon only)","2000 s1/2","80g",NA,"3000","human error - hum",NA,"3000",NA,"human error - hum","fs0429","01-Jan-89","loch ba","nm564379","argyll and bute","yes","gruline","aros","isle of mull","pa71 6hr","01631 574000","fish","freshwater","low",156400,737900,"not in a management area","strathclyde","scottish sea farms ltd","atlantic salmon"
2000041,"kames fish farming ltd","f",2006-04-25,"09:00",NA,"nn762442","rainbow trout","fish weighing more than 5 grams","22 months","2.5 kg","11-May-06","15","hole in net - hol","22-May-06","27","15 live","hole in net - hol","fs0432","01-Jul-80","loch tay","nn762442","perth and kinross","yes","loch tay fish farm","remony estate","acharn, perthshire","ph15 2hp","01852 200286","fish","freshwater","low",276200,744200,"not in a management area","tayside","kames fish farming ltd","rainbow trout"
2000166,"kames fish farming ltd","f",2007-07-05,"12:00","05-Jul-07","nn762442","rainbow trout","fish weighing more than 5 grams","9 months","15 g","11-Jul-07","1000","transfer pipe failure - trp","25-Jul-07","1000","200","transfer pipe failure - trp","fs0432","01-Jul-80","loch tay","nn762442","perth and kinross","yes","loch tay fish farm","remony estate","acharn, perthshire","ph15 2hp","01852 200286","fish","freshwater","low",276200,744200,"not in a management area","tayside","kames fish farming ltd","rainbow trout"
2000397,"hjaltland seafarms ltd","s",2013-09-23,NA,"25-Sep-13","hu374378","atlantic salmon","grower fish (salmon only)","17","3.3kg","26-Sep-13","0","hole in net - hol","07-Oct-13","0","0","hole in net - hol","fs0447","05-Sep-91","papa","hu372376","shetland","no","gremista","lerwick","shetland","ze1 0px","01595 741817","fish","seawater","high",437200,1137600,"3a - sw shetland mainland","shetland","grieg seafood shetland ltd","atlantic salmon, lumpsucker"
2000198,"lighthouse caledonia ltd","s",2008-07-11,NA,"11-Jul-08","nm777146","atlantic salmon","grower fish (salmon only)","30 months","4.5 kg","25-Jul-08","5500","hole in net - hol","28-Jul-08","5500","0","hole in net - hol","fs0464","01-Sep-85","ardmaddy","nm774136","argyll and bute","no","n/a",NA,NA,NA,NA,"fish","seawater","medium",177400,713600,"16d - seil sound to loch craignish","strathclyde","mowi scotland ltd","lumpsucker, atlantic salmon, wrasse"
2000455,"marine harvest (scotland) ltd","s",2017-07-01,"11:00","01-Jul-17","ng803096","atlantic salmon","grower fish (salmon only)","11 months","2.8kg","03-Jul-17","7","chafe/ snag - cha","08-Aug-17","4","3","chafe/ snag - cha","fs0605","13-Nov-90","creag an t'sagairt (loch hourn)","ng803096","highland","yes","arnisdale","glenelg","ross-shire","iv40 8jh","01599 522254","fish","seawater","low",180300,809600,"14b - hourn","highland","mowi scotland ltd","atlantic salmon, lumpsucker, wrasse"
2000484,"grieg seafood shetland ltd","s",2019-01-04,"14:00","04-Jan-19","ng227523","atlantic salmon","grower fish (salmon only)","17 s0's","3.2","04-Mar-19","0","predator - prd","28-Oct-19","0","n/a","hole in net - hol","fs1287","28-May-14","corlarach","ng227523","highland","yes","dunvegan pier","dunvegan","skye","iv55 8wf","01470 521465","fish","seawater","medium",122700,852300,"12b - dunvegan","highland","grieg seafood shetland ltd","wrasse, atlantic salmon, lumpsucker"
2000522,"kames fish farming ltd","s",2020-10-23,"10:00","23-Oct-20","nm756075","atlantic salmon","grower fish (salmon only)","6 months","1.626","26-Oct-20","0","hole in net - hol","09-Nov-20","0","0","hole in net - hol","fs1290","17-Sep-14","shuna sw (rubh'an trilleachain)","nm756075","argyll and bute","yes","craobh haven","loch melfort","argyll","pa31 8ua","01852 500588","fish","seawater","medium",175600,707500,"16d - seil sound to loch craignish","strathclyde","kames fish farming ltd","atlantic salmon, lumpsucker, wrasse"
2000215,"mainstream scotland ltd","s",2008-12-21,NA,"21-Dec-08",NA,"atlantic salmon","grower fish (salmon only)","20 months","5.2 kg","23-Dec-08","0","no actual escape of fish - nes","23-Dec-08","0","0","no actual escape of fish - nes","fs0656","10-Sep-91","djubawick","hu557933","shetland","yes","yell shorebase","mid yell","shetland","ze2 9bn","01856 876101","fish","seawater","low",455700,1193300,"1b - s unst, e yell, fetlar","shetland","cooke aquaculture scotland ltd","atlantic salmon, lumpsucker"
2000223,"dawnfresh farming ltd","f",2009-04-20,NA,"20-Apr-09","nh897117","rainbow trout","fish weighing more than 5 grams","12 months","150 g","07-May-09","2500","screen failure - scr","18-Jun-09","2500",NA,"screen failure - scr","fs0007","01-Apr-92","rothiemurchus ponds","nh899116","highland","no","rothiemurchus estate","aviemore","inverness-shire","ph22 1qh","01479 812345","fish","freshwater","medium",289900,811600,"not in a management area","highland","rothiemurchus estate","brown trout and sea trout, rainbow trout"
2000413,"marine harvest (scotland) ltd","s",2014-11-08,"10:10","08-Nov-14","ng340540","atlantic salmon","grower fish (salmon only)","11 month","1kg","08-Nov-14","1","human error - hum","08-Nov-14","1","0","human error - hum","fs0015","24-Nov-88","loch greshornish","ng351555","highland","yes","greshornish","edinbane","isle of skye","iv51 9pn","01470 582344","fish","seawater","medium",135100,855500,"12a - snizort","highland","mowi scotland ltd","lumpsucker, atlantic salmon, wrasse"
2000364,"marine harvest (scotland) ltd","s",2000-06-15,NA,NA,NA,"atlantic salmon","grower fish (salmon only)","1999 s1","3.4 kg","15-Jun-00","5776","predator - prd","15-Jun-00","5776",NA,"predator - prd","fs0016","30-Aug-91","loch alsh (sron)","ng785255","highland","yes","railway pier","kyle","ross-shire","iv40 8at","01599 534640","fish","seawater","high",178500,825500,"14a - carron, kishorn, alsh, duich","highland","mowi scotland ltd","atlantic salmon, lumpsucker, wrasse"
2000463,"marine harvest (scotland) ltd","s",2017-11-23,"10:45",NA,"ng785255","atlantic salmon","grower fish (salmon only)","24 months","4.7kg","23-Nov-17","unknown","equipment damage - eqd","21-Dec-17","1558","0","human error - hum","fs0016","30-Aug-91","loch alsh (sron)","ng785255","highland","yes","railway pier","kyle","ross-shire","iv40 8at","01599 534640","fish","seawater","high",178500,825500,"14a - carron, kishorn, alsh, duich","highland","mowi scotland ltd","wrasse, lumpsucker, atlantic salmon"
2000513,"the scottish salmon company","s",2020-03-14,"NA","14-Mar-20","nb177372","atlantic salmon","grower fish (salmon only)","12 months ","2.3 kg","20-Mar-20","0","predator - prd","25-Mar-20","0","none","predator - prd","fs0752","07-Oct-92","taranaish","nb177372","western isles","yes","breasclete pier","breasclete","isle of lewis","hs2 9ed","01546 602172","fish","seawater","medium",117700,937200,"6a - loch roag","western isles","the scottish salmon company","lumpsucker, wrasse, atlantic salmon"
2000239,"lighthouse caledonia ltd","s",2009-07-27,NA,"28-Jul-09","nb177372","atlantic salmon","grower fish (salmon only)","15 months","300 g","28-Jul-09","0","no actual escape of fish - nes","30-Jul-09","0","0","no actual escape of fish - nes","fs0752","07-Oct-92","taranaish","nb177372","western isles","yes","breasclete pier","breasclete","isle of lewis","hs2 9ed","01546 602172","fish","seawater","medium",117700,937200,"6a - loch roag","western isles","the scottish salmon company","atlantic salmon, lumpsucker, wrasse"
2000075,"lakeland marine farm ltd","f",2004-12-20,NA,"21-Dec-04","nm843012","atlantic salmon","grower fish (salmon only)","36 months","10 kg","01-Jan-05","1","predator - prd","01-Jan-05","1","1","predator - prd","fs0757","01-Jun-93","carnassarie hatchery","nm843012","argyll and bute","no","n/a",NA,NA,NA,NA,"fish","freshwater","low",184300,701200,"not in a management area","strathclyde","mowi scotland ltd","atlantic salmon"
2000354,"orkney sea farms ltd","s",2002-03-30,NA,NA,NA,"atlantic salmon","grower fish (salmon only)","2000 & 200","1 - 2.3 kg",NA,"20000","equipment damage - eqd",NA,"20000",NA,"equipment damage - eqd","fs0813","15-Jan-99","puldrite","hy425185","orkney","yes","orkney regional office","scapa","orkney","kw15 1sd","01856 898033","fish","seawater","medium",342500,1018500,"8b - central orkney","orkney","scottish sea farms ltd","atlantic salmon"
2000078,"stolt sea farms ltd.","f",2005-01-11,"17:00","12-Jan-05","nb338234","atlantic salmon","grower fish (salmon only)","50g","9 months","14-Jan-05","194,000","weather - wth","11-Feb-05","194,000","27,453","weather - wth","fs0862","06-Oct-95","loch grey (loch an eilean liath)","nb341235","western isles","no","seafield","isle of scalpay","western isles","hs4 3xz","01859 540250","fish","freshwater","low",134100,923500,"not in a management area","western isles","meavag fish farming","rainbow trout"
2000339,"finfish ltd","s",2000-01-29,NA,NA,NA,"atlantic salmon","grower fish (salmon only)","1999 s1","2.3 kg",NA,"23000","weather - wth",NA,"230000",NA,"weather - wth","fs0883","01-Oct-96","ghlas mhor","nc063162","highland","no","n/a",NA,NA,NA,NA,"fish","seawater","low",206300,916200,NA,"highland","finfish ltd","atlantic salmon"
2000322,"migdale smolts ltd","f",2001-04-01,NA,NA,NA,"atlantic salmon","salmon fresh water stages","2001 s1","100 g",NA,"20000","human error - hum",NA,"20000",NA,"human error - hum","fs0890","01-Nov-96","jubilee loch shin","nc394242","highland","yes","loch shin","overscaig jubilee plantation","by lairg, sutherland","iv27 4ny","01863 766170","fish","freshwater","medium",239400,924200,"not in a management area","highland","migdale smolts ltd","atlantic salmon"
2000147,"pan fish scotland ltd","s",2007-02-20,"07:00","20-Feb-07","nr925682","atlantic salmon","grower fish (salmon only)","11 months","2.4 kg","20-Feb-07","not known","no actual escape of fish - nes","21-Mar-07","0","n/a","no actual escape of fish - nes","fs0894","02-Apr-97","rubha stillaig","nr925682","argyll and bute","yes","portavadie fish farm","millhouse tighnabruaich","argyll","pa21 2da","01546 602172","fish","seawater","medium",192500,668200,"19a - fyne","strathclyde","the scottish salmon company","lumpsucker, wrasse, atlantic salmon"
2000049,"fjord seafood scotland farming ltd","s",2006-09-13,"14:30",NA,"nb137355","atlantic salmon","grower fish (salmon only)","5 months","350 g","13-Sep-06","<100","hole in net - hol","09-Oct-06","100","0","predator - prd","fs0927","20-Oct-98","kyles of vuia","nb137355","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",113700,935500,"6a - loch roag","western isles","the scottish salmon company","lumpsucker, atlantic salmon, wrasse"
2000097,"ardvar salmon","s",2003-10-06,NA,"10-Oct-03","nc085337","atlantic salmon","grower fish (salmon only)","34 months","4.5 kg","14-Oct-03","100-200","weather - wth","14-Oct-03","100-200","0","weather - wth","fs0933","30-Oct-97","clashnessie bay","nc083336","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","seawater","medium",208300,933600,"9c - badcall, chairn bhain, eddrachillis","highland","loch duart ltd","atlantic salmon, lumpsucker, wrasse"
2000216,"loch duart ltd","s",2008-12-29,NA,"29-Dec-08",NA,"atlantic salmon","grower fish (salmon only)","35 months","5 kg","29-Dec-08","6560","hole in net - hol","05-Jan-09","6560","0","predator - prd","fs0933","30-Oct-97","clashnessie bay","nc083336","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","seawater","medium",208300,933600,"9c - badcall, chairn bhain, eddrachillis","highland","loch duart ltd","atlantic salmon, lumpsucker, wrasse"
2000492,"dawnfresh farming ltd","s",2019-06-14,NA,"15-Jun-19","nn026331","rainbow trout","fish weighing more than 5 grams","3 months @","1 kg","14-Jun-19","tbc","hole in net - hol","28-Jun-19","33,072","unknown","hole in net - hol","fs1067","09-Sep-03","inverawe (east) etive 2","nn026331","argyll and bute","no","loch etive trout farm","inverawe","taynuilt","pa35 1hu","01866 822549","fish","seawater","high",202600,733100,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","dawnfresh farming ltd","rainbow trout"
2000470,"grieg seafood shetland ltd","s",2018-03-12,"08:00","12-Mar-18","hu481721","atlantic salmon","grower fish (salmon only)","26 months","2-4kg","12-Mar-18","0","predator - prd","06-Apr-18","0","0","predator - prd","fs1076","12-Mar-04","setterness north (bomlo)","hu479714","shetland","yes","gremista","lerwick","shetland","ze1 0px","01595 741817","fish","seawater","medium",447900,1171400,"2c - ne shetland mainland","shetland","grieg seafood shetland ltd","atlantic salmon, lumpsucker"
2000028,"marine harvest (scotland) ltd","s",2006-03-16,"12:30",NA,"nf976737","atlantic salmon","grower fish (salmon only)","16 months","3 kg","17-Mar-06","unknown","hole in net - hol","19-May-06","223","0","predator - prd","fs1083","08-Sep-04","groatay","nf977739","western isles","yes","hoebeg cheesebay","loch maddy","north uist","hs6 5at","01876 500816","fish","seawater","medium",97700,873900,"5c - e north uist","western isles","mowi scotland ltd","wrasse, lumpsucker, atlantic salmon"
2000520,"scottish sea farms ltd","s",2020-09-30,NA,"30-Sep-20",NA,"atlantic salmon","fish weighing more than 5 grams","7 months","2kg","05-Oct-20","0","inappropriate equipment - eqi","07-Oct-20","0","n/a","inappropriate equipment - eqi","fs1093","18-Apr-06","teisti geo","hu385294","shetland","yes","north house","taing burra isle","shetland","n/a","01595 881002","fish","seawater","medium",438500,1129400,"3a - sw shetland mainland","shetland","scottish sea farms ltd","wrasse, lumpsucker, atlantic salmon"
2000504,"the scottish salmon company","s",2019-12-23,"NA","06-Jan-20","nb137355","atlantic salmon","grower fish (salmon only)","12 months","3.2","07-Jan-20","0","no actual escape of fish - nes","04-Feb-20","0","0","predator - prd","fs1103","07-Mar-07","vuia mor","nb126343","western isles","yes","miavaig pier","uig","isle of lewis","hs2 9hw","01546 602172","fish","seawater","medium",112600,934300,"6a - loch roag","western isles","the scottish salmon company","lumpsucker, atlantic salmon, wrasse"
2000417,"dawnfresh farming ltd","s",2015-04-03,"13:00","03-Apr-15","nm991340","rainbow trout","fish weighing more than 5 grams","15 months","4.3 kg","03-Apr-15","none suspected","hole in net - hol","11-May-15","2091","0","hole in net - hol","fs1112","27-Jun-08","etive 4","nm991340","argyll and bute","yes","loch etive trout farm","inverawe","taynuilt","pa35 1hu","01866 822549","fish","seawater","medium",199100,734000,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","dawnfresh farming ltd","rainbow trout"
2000209,"dawnfresh farming ltd","s",2008-10-25,"17:00","26-Oct-08","nm990340","rainbow trout","fish weighing more than 5 grams","16 months","1.5 kg","29-Oct-08","0","no actual escape of fish - nes","14-Nov-08","0","0","no actual escape of fish - nes","fs1112","27-Jun-08","etive 4","nm991340","argyll and bute","yes","loch etive trout farm","inverawe","taynuilt","pa35 1hu","01866 822549","fish","seawater","medium",199100,734000,"15b - linnhe, firth of lorne, sound of mull and loch sunart","strathclyde","dawnfresh farming ltd","rainbow trout"
2000422,"marine harvest (scotland) ltd","s",2015-06-02,"NA","02-Jun-15","nr819409","atlantic salmon","grower fish (salmon only)","20 months","4.5 kg","05-Jun-15","unknown","hole in net - hol","09-Jun-15","16,000","0","hole in net - hol","fs1176","23-Mar-10","eilean grianain","nr816412","argyll and bute","yes","marine harvest (scotland) ltd","the red shed","carradale argyll","pa28 6sb","01397 715032","fish","seawater","low",181600,641200,"19c - e kintyre","strathclyde","mowi scotland ltd","wrasse, lumpsucker, atlantic salmon"
2000512,"mowi scotland ltd","s",2020-02-24,"NA","24-Feb-20","nr816412","atlantic salmon","grower fish (salmon only)","6 months s","1.5 kg","19-Mar-20","0","equipment damage - eqd","23-Mar-20","0","n/a","equipment damage - eqd","fs1176","23-Mar-10","eilean grianain","nr816412","argyll and bute","yes","marine harvest (scotland) ltd","the red shed","carradale argyll","pa28 6sb","01397 715032","fish","seawater","low",181600,641200,"19c - e kintyre","strathclyde","mowi scotland ltd","lumpsucker, atlantic salmon, wrasse"
2000519,"mowi scotland ltd","s",2020-08-20,"10:00","20-Aug-20","nr81634150","atlantic salmon","grower fish (salmon only)","13mths at ","4.1kg","20-Aug-20","tbc","weather - wth","09-Sep-20","48834","0","mooring failure - moo","fs1176","23-Mar-10","eilean grianain","nr816412","argyll and bute","yes","marine harvest (scotland) ltd","the red shed","carradale argyll","pa28 6sb","01397 715032","fish","seawater","low",181600,641200,"19c - e kintyre","strathclyde","mowi scotland ltd","lumpsucker, atlantic salmon, wrasse"
2000445,"marine harvest (scotland) ltd","s",2016-09-11,"NA","12-Sep-16","nf759032","atlantic salmon","grower fish (salmon only)","q 1","850g","14-Sep-16","none","net under water - nuw","07-Oct-16","0","0","weather - wth","fs1261","23-Feb-12","hellisay","nf759032","western isles","yes","sound of hellisay salmon farm","ardveenish north bay","isle of barra western isles","hs9 5ya","01871 890701","fish","seawater","low",75900,803200,"7c - barra","western isles","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker"
2000259,"dawnfresh farming ltd","s",2010-02-13,NA,NA,NA,"rainbow trout","fish weighing more than 5 grams","24 months","4-5 kg","13-Feb-10","unknown","unknown - unk","25-Feb-10","0","12 by fishermen","no actual escape of fish - nes","fs0040","01-Jan-93","inverawe (west) etive 1","nn017329","argyll and bute","no","n/a",NA,NA,NA,NA,"fish","seawater","low",201700,732900,NA,"strathclyde","dawnfresh farming ltd","rainbow trout"
2000345,"david m brien","f",2000-02-01,NA,NA,NA,"rainbow trout","fish weighing more than 5 grams","unknown","500 g",NA,"4000","flooding - fld",NA,"4000",NA,"flooding - fld","fs0052","17-Aug-73","college mill","no067259","perth and kinross","yes","college mill trout farm","almondbank","perth","ph1 3jy","01738 583706","fish","freshwater","medium",306700,725900,"not in a management area","tayside","college mill trout farm","brown trout and sea trout, rainbow trout"
2000180,"loch duart ltd","s",2007-11-08,"15:00","08-Nov-07",NA,"atlantic salmon","grower fish (salmon only)","7 months","1 kg","09-Nov-07","14000","weather - wth","16-Nov-07","10,400","0","weather - wth","fs0065","22-Aug-85","loch laxford","nc190497","highland","yes","badcall salmon house","scourie, lairg","sutherland","iv27 4th","01971 502451","fish","seawater","low",219000,949700,"9b - laxford","highland","loch duart ltd","atlantic salmon, wrasse, lumpsucker"
2000136,"hebridean smolts ltd","f",2006-12-08,"14:30",NA,"nf752265","atlantic salmon","salmon fresh water stages","10 months","60 g","08-Dec-06","5,000","equipment damage - eqd","10-Jan-07","5,000","0","equipment damage - eqd","fs0145","01-Jan-83","mingarry hatchery","nf752265","western isles","yes","mingarry","milton, bornish","south uist","hs8 5ry","01870 610358","fish","freshwater","high",75200,826500,"not in a management area","western isles","hebridean smolts ltd","brown trout and sea trout, atlantic salmon"
2000451,"marine harvest (scotland) ltd","s",2017-03-02,"10:00","02-Mar-17","nm774078","lumpsucker","fish weighing more than 5 grams","8 months","18g","02-Mar-17","estimated <300","human error - hum","05-Apr-17","283","0","human error - hum","fs0629","07-Jul-99","poll na gille","nm776081","argyll and bute","yes","craobh haven","loch melfort","argyll","pa31 8ua","01397 715032","fish","seawater","medium",177600,708100,"16d - seil sound to loch craignish","strathclyde","mowi scotland ltd","lumpsucker, atlantic salmon, wrasse"
2000454,"marine harvest (scotland) ltd","s",2017-06-19,"08:15","19-Jun-17","nm774078","atlantic salmon","grower fish (salmon only)",NA,"2kg","19-Jun-17","0","human error - hum","18-Jul-17","0","n/a","human error - hum","fs0629","07-Jul-99","poll na gille","nm776081","argyll and bute","yes","craobh haven","loch melfort","argyll","pa31 8ua","01397 715032","fish","seawater","medium",177600,708100,"16d - seil sound to loch craignish","strathclyde","mowi scotland ltd","atlantic salmon, wrasse, lumpsucker"
2000261,"the scottish salmon company","f",2010-04-22,NA,NA,"ng047896","atlantic salmon","salmon fresh water stages","12 months","75 g","23-Apr-10","unknown","unknown - unk",NA,NA,NA,NA,"fs0149","01-Jan-86","loch langavat","ng049889","western isles","yes","isle of harris","n/a","n/a","hs3 3jd","01546 602172","fish","freshwater","low",104900,888900,"not in a management area","western isles","the scottish salmon company","atlantic salmon"
2000518,"dawnfresh farming ltd","f",2020-07-20,"NA","20-Jul-20","nn 619 242","rainbow trout","fish weighing more than 5 grams","20 months","764g","22-Jul-20","unknown","predator - prd","29-Jul-20","1601","0","predator - prd","fs0180","01-Sep-84","loch earn","nn620240","perth and kinross","yes","ardveich bay","lochearnhead","perthshire","fk19 8pz","01567 830265","fish","freshwater","low",262000,724000,"not in a management area","tayside","dawnfresh farming ltd","rainbow trout"
2000388,"drummond fish farms ltd.","f",1999-09-01,NA,NA,NA,"rainbow trout","fish weighing more than 5 grams",NA,"200 g",NA,"unknown","predator - prd",NA,"unknown",NA,"predator - prd","fs0180","01-Sep-84","loch earn","nn620240","perth and kinross","yes","ardveich bay","lochearnhead","perthshire","fk19 8pz","01567 830265","fish","freshwater","low",262000,724000,"not in a management area","tayside","dawnfresh farming ltd","rainbow trout"
2000314,"dawnfresh farming ltd","f",2013-05-08,NA,"10-May-13","nn620240","rainbow trout","fish weighing more than 5 grams",NA,"200g","10-May-13","unknown","inappropriate equipment - eqi","04-Jun-13","7172","0","inappropriate equipment - eqi","fs0180","01-Sep-84","loch earn","nn620240","perth and kinross","yes","ardveich bay","lochearnhead","perthshire","fk19 8pz","01567 830265","fish","freshwater","low",262000,724000,"not in a management area","tayside","dawnfresh farming ltd","rainbow trout"
