"Site.Name","Escape.ID","Operator.at.Time.of.Escape","Escape.Water.Type","Escape.Start.Date","Escape.Start.Time","Escaped.Species","Stage","Age","Average.Weight","Initial.Escape.Reason","Final.Number.Escaped","Final.Number.Recovered","Marine.Scotland.Site.ID","Date.Registered","Local.Authority","Producing.in.Last.3.Years","Site.Post.Code","Health.Surveillance","MS.Management.Area","Species","Total.number.escaped","year","month","c2","c3","c4","c5","c6","c7"
"cloudin",2000392,"wester sound salmon ltd","s",1999-12-01,NA,"atlantic salmon","grower fish (salmon only)",15,2500,"hole in net - hol",4000,0,"fs0088",1985-10-30,"shetland","yes","ze2 9pd","medium","3b - gruting, vaila, walls","atlantic salmon, wrasse, lumpsucker",4000,1999,12,1.641,0.478,1.457208,0.018455754,0.098278072,0.191560209
"college mill",2000345,"david m brien","f",2000-02-01,NA,"rainbow trout","fish weighing more than 5 grams",15,500,"flooding - fld",4000,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","brown trout and sea trout, rainbow trout",4000,2006,12,0.51,0.012,0.3264,0.017452016,0.088730722,0.054153196
"college mill",2000345,"david m brien","f",2000-02-01,NA,"rainbow trout","fish weighing more than 5 grams",15,500,"flooding - fld",4000,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","brown trout and sea trout, rainbow trout",4000,2000,2,1.421,0.331,1.058645,0.015455675,0.114871824,0.185195376
"college mill",2000345,"david m brien","f",2000-02-01,NA,"rainbow trout","fish weighing more than 5 grams",15,500,"flooding - fld",4000,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","brown trout and sea trout, rainbow trout",4000,2010,1,0.58,0.051,0.34974,0.0175621,0.108089483,0.072877918
"college mill",2000345,"david m brien","f",2000-02-01,NA,"rainbow trout","fish weighing more than 5 grams",15,500,"flooding - fld",4000,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","brown trout and sea trout, rainbow trout",4000,2014,11,0.976,0.323,0.758352,0.018605678,0.038722856,0.055952649
"college mill",2000414,"college mill trout farm","f",2014-11-07,"01:00","rainbow trout","fish weighing more than 5 grams",5,22,"flooding - fld",0,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","rainbow trout, brown trout and sea trout",0,2006,12,0.51,0.012,0.3264,0.017452016,0.088730722,0.054153196
"college mill",2000414,"college mill trout farm","f",2014-11-07,"01:00","rainbow trout","fish weighing more than 5 grams",5,22,"flooding - fld",0,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","rainbow trout, brown trout and sea trout",0,2000,2,1.421,0.331,1.058645,0.015455675,0.114871824,0.185195376
"college mill",2000414,"college mill trout farm","f",2014-11-07,"01:00","rainbow trout","fish weighing more than 5 grams",5,22,"flooding - fld",0,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","rainbow trout, brown trout and sea trout",0,2010,1,0.58,0.051,0.34974,0.0175621,0.108089483,0.072877918
"college mill",2000414,"college mill trout farm","f",2014-11-07,"01:00","rainbow trout","fish weighing more than 5 grams",5,22,"flooding - fld",0,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","rainbow trout, brown trout and sea trout",0,2014,11,0.976,0.323,0.758352,0.018605678,0.038722856,0.055952649
"college mill",2000146,"david m brien","f",2006-12-10,"19:00","rainbow trout","fish weighing more than 5 grams",3,40,"flooding - fld",27767,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","rainbow trout, brown trout and sea trout",27767,2006,12,0.51,0.012,0.3264,0.017452016,0.088730722,0.054153196
"college mill",2000146,"david m brien","f",2006-12-10,"19:00","rainbow trout","fish weighing more than 5 grams",3,40,"flooding - fld",27767,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","rainbow trout, brown trout and sea trout",27767,2000,2,1.421,0.331,1.058645,0.015455675,0.114871824,0.185195376
"college mill",2000146,"david m brien","f",2006-12-10,"19:00","rainbow trout","fish weighing more than 5 grams",3,40,"flooding - fld",27767,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","rainbow trout, brown trout and sea trout",27767,2010,1,0.58,0.051,0.34974,0.0175621,0.108089483,0.072877918
"college mill",2000146,"david m brien","f",2006-12-10,"19:00","rainbow trout","fish weighing more than 5 grams",3,40,"flooding - fld",27767,0,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","rainbow trout, brown trout and sea trout",27767,2014,11,0.976,0.323,0.758352,0.018605678,0.038722856,0.055952649
"college mill",2000255,"david m brien","f",2010-01-04,"04:00","rainbow trout","fish weighing more than 5 grams",8,18,"weather - wth",19879,300,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","brown trout and sea trout, rainbow trout",19579,2006,12,0.51,0.012,0.3264,0.017452016,0.088730722,0.054153196
"college mill",2000255,"david m brien","f",2010-01-04,"04:00","rainbow trout","fish weighing more than 5 grams",8,18,"weather - wth",19879,300,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","brown trout and sea trout, rainbow trout",19579,2000,2,1.421,0.331,1.058645,0.015455675,0.114871824,0.185195376
"college mill",2000255,"david m brien","f",2010-01-04,"04:00","rainbow trout","fish weighing more than 5 grams",8,18,"weather - wth",19879,300,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","brown trout and sea trout, rainbow trout",19579,2010,1,0.58,0.051,0.34974,0.0175621,0.108089483,0.072877918
"college mill",2000255,"david m brien","f",2010-01-04,"04:00","rainbow trout","fish weighing more than 5 grams",8,18,"weather - wth",19879,300,"fs0052",1973-08-17,"perth and kinross","yes","ph1 3jy","medium","not in a management area","brown trout and sea trout, rainbow trout",19579,2014,11,0.976,0.323,0.758352,0.018605678,0.038722856,0.055952649
"colonsay",2000507,"mowi scotland ltd","s",2020-01-17,"12:00","atlantic salmon","grower fish (salmon only)",9,1740,"weather - wth",73684,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","wrasse, atlantic salmon, lumpsucker",73684,2020,1,1.034,0.155,0.761024,0.018811168,0.065058148,0.086720873
"colonsay",2000507,"mowi scotland ltd","s",2020-01-17,"12:00","atlantic salmon","grower fish (salmon only)",9,1740,"weather - wth",73684,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","wrasse, atlantic salmon, lumpsucker",73684,2019,10,0.587,0.099,0.508929,0.017591937,0.063548471,0.047629419
"colonsay",2000507,"mowi scotland ltd","s",2020-01-17,"12:00","atlantic salmon","grower fish (salmon only)",9,1740,"weather - wth",73684,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","wrasse, atlantic salmon, lumpsucker",73684,2017,10,1.498,0.242,0.964712,0.016599801,0.093835389,0.165431913
"colonsay",2000507,"mowi scotland ltd","s",2020-01-17,"12:00","atlantic salmon","grower fish (salmon only)",9,1740,"weather - wth",73684,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","wrasse, atlantic salmon, lumpsucker",73684,2019,11,2.371,0.512,1.811444,0.019453997,0.112114972,0.311950024
"colonsay",2000461,"marine harvest (scotland) ltd","s",2017-10-20,"14:00","atlantic salmon","grower fish (salmon only)",3,275,"other - oth",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","atlantic salmon, wrasse, lumpsucker",0,2020,1,1.034,0.155,0.761024,0.018811168,0.065058148,0.086720873
"colonsay",2000461,"marine harvest (scotland) ltd","s",2017-10-20,"14:00","atlantic salmon","grower fish (salmon only)",3,275,"other - oth",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","atlantic salmon, wrasse, lumpsucker",0,2019,10,0.587,0.099,0.508929,0.017591937,0.063548471,0.047629419
"colonsay",2000461,"marine harvest (scotland) ltd","s",2017-10-20,"14:00","atlantic salmon","grower fish (salmon only)",3,275,"other - oth",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","atlantic salmon, wrasse, lumpsucker",0,2017,10,1.498,0.242,0.964712,0.016599801,0.093835389,0.165431913
"colonsay",2000461,"marine harvest (scotland) ltd","s",2017-10-20,"14:00","atlantic salmon","grower fish (salmon only)",3,275,"other - oth",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","atlantic salmon, wrasse, lumpsucker",0,2019,11,2.371,0.512,1.811444,0.019453997,0.112114972,0.311950024
"colonsay",2000499,"mowi scotland ltd","s",2019-10-18,"10:15","atlantic salmon","grower fish (salmon only)",6,1200,"hole in net - hol",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","atlantic salmon, wrasse, lumpsucker",0,2020,1,1.034,0.155,0.761024,0.018811168,0.065058148,0.086720873
"colonsay",2000499,"mowi scotland ltd","s",2019-10-18,"10:15","atlantic salmon","grower fish (salmon only)",6,1200,"hole in net - hol",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","atlantic salmon, wrasse, lumpsucker",0,2019,10,0.587,0.099,0.508929,0.017591937,0.063548471,0.047629419
"colonsay",2000499,"mowi scotland ltd","s",2019-10-18,"10:15","atlantic salmon","grower fish (salmon only)",6,1200,"hole in net - hol",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","atlantic salmon, wrasse, lumpsucker",0,2017,10,1.498,0.242,0.964712,0.016599801,0.093835389,0.165431913
"colonsay",2000499,"mowi scotland ltd","s",2019-10-18,"10:15","atlantic salmon","grower fish (salmon only)",6,1200,"hole in net - hol",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","atlantic salmon, wrasse, lumpsucker",0,2019,11,2.371,0.512,1.811444,0.019453997,0.112114972,0.311950024
"colonsay",2000500,"mowi scotland ltd","s",2019-11-08,"09:30","atlantic salmon","grower fish (salmon only)",15,1300,"weather - wth",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","wrasse, lumpsucker, atlantic salmon",0,2020,1,1.034,0.155,0.761024,0.018811168,0.065058148,0.086720873
"colonsay",2000500,"mowi scotland ltd","s",2019-11-08,"09:30","atlantic salmon","grower fish (salmon only)",15,1300,"weather - wth",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","wrasse, lumpsucker, atlantic salmon",0,2019,10,0.587,0.099,0.508929,0.017591937,0.063548471,0.047629419
"colonsay",2000500,"mowi scotland ltd","s",2019-11-08,"09:30","atlantic salmon","grower fish (salmon only)",15,1300,"weather - wth",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","wrasse, lumpsucker, atlantic salmon",0,2017,10,1.498,0.242,0.964712,0.016599801,0.093835389,0.165431913
"colonsay",2000500,"mowi scotland ltd","s",2019-11-08,"09:30","atlantic salmon","grower fish (salmon only)",15,1300,"weather - wth",0,0,"fs1296",2015-04-09,"argyll and bute","yes","ph33 6rx","low","16e - colonsay","wrasse, lumpsucker, atlantic salmon",0,2019,11,2.371,0.512,1.811444,0.019453997,0.112114972,0.311950024
"corlarach",2000485,"grieg seafood shetland ltd","s",2019-01-09,"14:00","atlantic salmon","grower fish (salmon only)",15,3200,"predator - prd",4000,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",4000,2019,1,2.354,0.789,2.022086,0.018487735,0.073734721,0.217091661
"corlarach",2000485,"grieg seafood shetland ltd","s",2019-01-09,"14:00","atlantic salmon","grower fish (salmon only)",15,3200,"predator - prd",4000,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",4000,2018,9,1.334,0.377,0.908454,0.019612523,0.080546625,0.133612303
"corlarach",2000485,"grieg seafood shetland ltd","s",2019-01-09,"14:00","atlantic salmon","grower fish (salmon only)",15,3200,"predator - prd",4000,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",4000,2019,1,2.458,0.825,2.182704,0.01981472,0.07678169,0.237433975
"corlarach",2000485,"grieg seafood shetland ltd","s",2019-01-09,"14:00","atlantic salmon","grower fish (salmon only)",15,3200,"predator - prd",4000,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",4000,2019,1,0.83,0.04,0.57436,0.018365424,0.108739493,0.105497081
"corlarach",2000479,"grieg seafood shetland ltd","s",2018-09-18,"11:00","atlantic salmon","grower fish (salmon only)",11,2000,"hole in net - hol",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",0,2019,1,2.354,0.789,2.022086,0.018487735,0.073734721,0.217091661
"corlarach",2000479,"grieg seafood shetland ltd","s",2018-09-18,"11:00","atlantic salmon","grower fish (salmon only)",11,2000,"hole in net - hol",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",0,2018,9,1.334,0.377,0.908454,0.019612523,0.080546625,0.133612303
"corlarach",2000479,"grieg seafood shetland ltd","s",2018-09-18,"11:00","atlantic salmon","grower fish (salmon only)",11,2000,"hole in net - hol",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",0,2019,1,2.458,0.825,2.182704,0.01981472,0.07678169,0.237433975
"corlarach",2000479,"grieg seafood shetland ltd","s",2018-09-18,"11:00","atlantic salmon","grower fish (salmon only)",11,2000,"hole in net - hol",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",0,2019,1,0.83,0.04,0.57436,0.018365424,0.108739493,0.105497081
"corlarach",2000483,"grieg seafood shetland ltd","s",2019-01-06,NA,"atlantic salmon","grower fish (salmon only)",14,3200,"predator - prd",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","atlantic salmon, lumpsucker, wrasse",0,2019,1,2.354,0.789,2.022086,0.018487735,0.073734721,0.217091661
"corlarach",2000483,"grieg seafood shetland ltd","s",2019-01-06,NA,"atlantic salmon","grower fish (salmon only)",14,3200,"predator - prd",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","atlantic salmon, lumpsucker, wrasse",0,2018,9,1.334,0.377,0.908454,0.019612523,0.080546625,0.133612303
"corlarach",2000483,"grieg seafood shetland ltd","s",2019-01-06,NA,"atlantic salmon","grower fish (salmon only)",14,3200,"predator - prd",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","atlantic salmon, lumpsucker, wrasse",0,2019,1,2.458,0.825,2.182704,0.01981472,0.07678169,0.237433975
"corlarach",2000483,"grieg seafood shetland ltd","s",2019-01-06,NA,"atlantic salmon","grower fish (salmon only)",14,3200,"predator - prd",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","atlantic salmon, lumpsucker, wrasse",0,2019,1,0.83,0.04,0.57436,0.018365424,0.108739493,0.105497081
"corlarach",2000484,"grieg seafood shetland ltd","s",2019-01-04,"14:00","atlantic salmon","grower fish (salmon only)",15,3172,"predator - prd",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",0,2019,1,2.354,0.789,2.022086,0.018487735,0.073734721,0.217091661
"corlarach",2000484,"grieg seafood shetland ltd","s",2019-01-04,"14:00","atlantic salmon","grower fish (salmon only)",15,3172,"predator - prd",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",0,2018,9,1.334,0.377,0.908454,0.019612523,0.080546625,0.133612303
"corlarach",2000484,"grieg seafood shetland ltd","s",2019-01-04,"14:00","atlantic salmon","grower fish (salmon only)",15,3172,"predator - prd",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",0,2019,1,2.458,0.825,2.182704,0.01981472,0.07678169,0.237433975
"corlarach",2000484,"grieg seafood shetland ltd","s",2019-01-04,"14:00","atlantic salmon","grower fish (salmon only)",15,3172,"predator - prd",0,0,"fs1287",2014-05-28,"highland","yes","iv55 8wf","medium","12b - dunvegan","wrasse, atlantic salmon, lumpsucker",0,2019,1,0.83,0.04,0.57436,0.018365424,0.108739493,0.105497081
"creag an t'sagairt (loch hourn)",2000455,"marine harvest (scotland) ltd","s",2017-07-01,"11:00","atlantic salmon","grower fish (salmon only)",11,2800,"chafe/ snag - cha",4,3,"fs0605",1990-11-13,"highland","yes","iv40 8jh","low","14b - hourn","atlantic salmon, lumpsucker, wrasse",1,2010,5,2.429,0.71,1.889762,0.018248455,0.054546012,0.17681776
"creag an t'sagairt (loch hourn)",2000455,"marine harvest (scotland) ltd","s",2017-07-01,"11:00","atlantic salmon","grower fish (salmon only)",11,2800,"chafe/ snag - cha",4,3,"fs0605",1990-11-13,"highland","yes","iv40 8jh","low","14b - hourn","atlantic salmon, lumpsucker, wrasse",1,2017,7,1.292,0.359,0.817836,0.017940805,0.070690885,0.114512144
"creag an t'sagairt (loch hourn)",2000263,"marine harvest (scotland) ltd","s",2010-05-27,"17:30","atlantic salmon","grower fish (salmon only)",13,2450,"human error - hum",200,0,"fs0605",1990-11-13,"highland","yes","iv40 8jh","low","14b - hourn","atlantic salmon, wrasse, lumpsucker",200,2010,5,2.429,0.71,1.889762,0.018248455,0.054546012,0.17681776
"creag an t'sagairt (loch hourn)",2000263,"marine harvest (scotland) ltd","s",2010-05-27,"17:30","atlantic salmon","grower fish (salmon only)",13,2450,"human error - hum",200,0,"fs0605",1990-11-13,"highland","yes","iv40 8jh","low","14b - hourn","atlantic salmon, wrasse, lumpsucker",200,2017,7,1.292,0.359,0.817836,0.017940805,0.070690885,0.114512144
"djubawick",2000243,"mainstream scotland ltd","s",2009-08-09,"11:00","atlantic salmon","grower fish (salmon only)",16,450,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",0,2002,4,1.475,0.276,1.2567,0.017277963,0.096641556,0.168031291
"djubawick",2000243,"mainstream scotland ltd","s",2009-08-09,"11:00","atlantic salmon","grower fish (salmon only)",16,450,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",0,2009,8,2.337,0.799,2.037864,0.016991834,0.064688837,0.190887728
"djubawick",2000243,"mainstream scotland ltd","s",2009-08-09,"11:00","atlantic salmon","grower fish (salmon only)",16,450,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",0,2001,3,0.685,0.065,0.41648,0.017823412,0.087054552,0.071841406
"djubawick",2000243,"mainstream scotland ltd","s",2009-08-09,"11:00","atlantic salmon","grower fish (salmon only)",16,450,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",0,2008,10,1.129,0.137,0.748527,0.015896752,0.095258783,0.1254946
"djubawick",2000243,"mainstream scotland ltd","s",2009-08-09,"11:00","atlantic salmon","grower fish (salmon only)",16,450,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",0,2008,12,1.267,0.338,0.774137,0.019314388,0.068127618,0.110789022
"djubawick",2000324,"hascosay salmon farms ltd","s",2001-03-01,NA,"atlantic salmon","grower fish (salmon only)",15,100,"equipment damage - eqd",10000,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",10000,2002,4,1.475,0.276,1.2567,0.017277963,0.096641556,0.168031291
"djubawick",2000324,"hascosay salmon farms ltd","s",2001-03-01,NA,"atlantic salmon","grower fish (salmon only)",15,100,"equipment damage - eqd",10000,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",10000,2009,8,2.337,0.799,2.037864,0.016991834,0.064688837,0.190887728
"djubawick",2000324,"hascosay salmon farms ltd","s",2001-03-01,NA,"atlantic salmon","grower fish (salmon only)",15,100,"equipment damage - eqd",10000,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",10000,2001,3,0.685,0.065,0.41648,0.017823412,0.087054552,0.071841406
"djubawick",2000324,"hascosay salmon farms ltd","s",2001-03-01,NA,"atlantic salmon","grower fish (salmon only)",15,100,"equipment damage - eqd",10000,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",10000,2008,10,1.129,0.137,0.748527,0.015896752,0.095258783,0.1254946
"djubawick",2000324,"hascosay salmon farms ltd","s",2001-03-01,NA,"atlantic salmon","grower fish (salmon only)",15,100,"equipment damage - eqd",10000,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",10000,2008,12,1.267,0.338,0.774137,0.019314388,0.068127618,0.110789022
"djubawick",2000120,"hascosay salmon farms ltd","s",2002-04-26,NA,"atlantic salmon","grower fish (salmon only)",13,1800,"weather - wth",35335,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",35335,2002,4,1.475,0.276,1.2567,0.017277963,0.096641556,0.168031291
"djubawick",2000120,"hascosay salmon farms ltd","s",2002-04-26,NA,"atlantic salmon","grower fish (salmon only)",13,1800,"weather - wth",35335,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",35335,2009,8,2.337,0.799,2.037864,0.016991834,0.064688837,0.190887728
"djubawick",2000120,"hascosay salmon farms ltd","s",2002-04-26,NA,"atlantic salmon","grower fish (salmon only)",13,1800,"weather - wth",35335,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",35335,2001,3,0.685,0.065,0.41648,0.017823412,0.087054552,0.071841406
"djubawick",2000120,"hascosay salmon farms ltd","s",2002-04-26,NA,"atlantic salmon","grower fish (salmon only)",13,1800,"weather - wth",35335,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",35335,2008,10,1.129,0.137,0.748527,0.015896752,0.095258783,0.1254946
"djubawick",2000120,"hascosay salmon farms ltd","s",2002-04-26,NA,"atlantic salmon","grower fish (salmon only)",13,1800,"weather - wth",35335,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","lumpsucker, atlantic salmon",35335,2008,12,1.267,0.338,0.774137,0.019314388,0.068127618,0.110789022
"djubawick",2000215,"mainstream scotland ltd","s",2008-12-21,NA,"atlantic salmon","grower fish (salmon only)",20,5200,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",0,2002,4,1.475,0.276,1.2567,0.017277963,0.096641556,0.168031291
"djubawick",2000215,"mainstream scotland ltd","s",2008-12-21,NA,"atlantic salmon","grower fish (salmon only)",20,5200,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",0,2009,8,2.337,0.799,2.037864,0.016991834,0.064688837,0.190887728
"djubawick",2000215,"mainstream scotland ltd","s",2008-12-21,NA,"atlantic salmon","grower fish (salmon only)",20,5200,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",0,2001,3,0.685,0.065,0.41648,0.017823412,0.087054552,0.071841406
"djubawick",2000215,"mainstream scotland ltd","s",2008-12-21,NA,"atlantic salmon","grower fish (salmon only)",20,5200,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",0,2008,10,1.129,0.137,0.748527,0.015896752,0.095258783,0.1254946
"djubawick",2000215,"mainstream scotland ltd","s",2008-12-21,NA,"atlantic salmon","grower fish (salmon only)",20,5200,"no actual escape of fish - nes",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",0,2008,12,1.267,0.338,0.774137,0.019314388,0.068127618,0.110789022
"djubawick",2000207,"mainstream scotland ltd","s",2008-10-08,NA,"atlantic salmon","grower fish (salmon only)",17,4500,"weather - wth",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",0,2002,4,1.475,0.276,1.2567,0.017277963,0.096641556,0.168031291
"djubawick",2000207,"mainstream scotland ltd","s",2008-10-08,NA,"atlantic salmon","grower fish (salmon only)",17,4500,"weather - wth",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",0,2009,8,2.337,0.799,2.037864,0.016991834,0.064688837,0.190887728
"djubawick",2000207,"mainstream scotland ltd","s",2008-10-08,NA,"atlantic salmon","grower fish (salmon only)",17,4500,"weather - wth",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",0,2001,3,0.685,0.065,0.41648,0.017823412,0.087054552,0.071841406
"djubawick",2000207,"mainstream scotland ltd","s",2008-10-08,NA,"atlantic salmon","grower fish (salmon only)",17,4500,"weather - wth",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",0,2008,10,1.129,0.137,0.748527,0.015896752,0.095258783,0.1254946
"djubawick",2000207,"mainstream scotland ltd","s",2008-10-08,NA,"atlantic salmon","grower fish (salmon only)",17,4500,"weather - wth",0,0,"fs0656",1991-09-10,"shetland","yes","ze2 9bn","low","1b - s unst, e yell, fetlar","atlantic salmon, lumpsucker",0,2008,12,1.267,0.338,0.774137,0.019314388,0.068127618,0.110789022
"druimyeon bay",2000355,"aquascot sea farms ltd.","s",2002-04-27,NA,"atlantic salmon","grower fish (salmon only)",15,2400,"human error - hum",19750,0,"fs0336",1998-04-01,"argyll and bute","yes","pa41 7aa","medium","18b - gigha","atlantic salmon, wrasse, lumpsucker",19750,2002,4,1.205,0.281,0.82181,0.01839836,0.114880527,0.160601059
"druimyeon bay",2000355,"aquascot sea farms ltd.","s",2002-04-27,NA,"atlantic salmon","grower fish (salmon only)",15,2400,"human error - hum",19750,0,"fs0336",1998-04-01,"argyll and bute","yes","pa41 7aa","medium","18b - gigha","atlantic salmon, wrasse, lumpsucker",19750,2013,10,2.173,0.56,1.740573,0.017390188,0.068534314,0.186713943
